"x","y"
145.366956779714,250.352043053988
291.731315680381,115.879198417242
198.28601628967,210.579157685365
132.675277757829,273.980118229006
74.0596493651423,213.346652473418
171.65923406305,165.226714211586
140.374385927283,227.884151780826
47.2298993615968,258.449823266798
94.7043314438889,234.705760524442
185.884182180556,251.224623132596
262.480320983245,164.940998693921
241.427591912076,165.657571972397
95.5852640565181,75.9783062307062
276.057950055194,274.630851707652
73.2814654958875,5.12007194767029
274.835761887945,229.452203050504
97.4329099607727,60.7949427589637
195.252472990921,45.9557695022074
192.454327666261,203.159557380664
96.7576713165854,206.005401862766
40.429722083008,251.361736218354
218.905980807455,129.808800638359
29.3606940847363,276.238829444251
207.847181375165,40.7925582037161
131.155151504957,18.0599776162107
157.727849375977,57.6133966281428
136.98993879595,54.6366832278416
234.171464795806,126.799065906649
115.34475727704,78.4989076432052
7.94072758143379,104.596225172664
90.8334416926054,164.318841208266
182.606927886367,10.1435244216229
150.623954340342,235.269573102021
7.30243353603759,29.5616236351282
179.55176111077,281.575474285148
71.6957412607292,146.931207182385
247.211164450223,188.44945472663
247.864259492524,255.045708753125
193.642566971795,176.739806641198
234.618901939795,72.7132950757596
15.9210968619759,203.787754318733
277.238692439013,100.551859931336
42.4950831670939,17.3960132062555
18.8627310319639,265.521463062435
145.949567322588,139.878921734895
265.496747121493,174.265460509197
220.412025658299,91.3461628561391
70.2696736456484,291.218409622245
119.031952559059,41.2573095776495
288.852614027198,193.136681100189
140.021440223122,250.966981110474
292.973971988811,116.611654470515
211.077562198308,207.417085038332
136.122465892992,272.347945911274
71.0986597752259,219.308947063144
164.033327165707,152.281251377349
131.863914748498,213.18895339994
50.5591337246072,259.413693656356
94.2088336854882,237.799245492611
182.373139031211,254.60600402143
274.963050207457,163.522034004902
254.038753016693,154.648679947103
106.938664665201,71.7402899445378
277.314743562482,261.786581839963
70.8213240800205,0.711504657310748
257.821279822365,232.958076016309
99.3255674447096,49.29345030604
202.265818034878,59.1186196351973
191.704086367315,210.235869218666
96.2934545639009,205.337777537378
41.2859253253257,238.276044941611
222.924241533818,139.059876543754
32.0116157474306,276.936970501526
203.941641155434,23.2393327447739
137.811477962644,19.4211993875053
151.346515156521,63.7134670891605
143.715037407281,44.0890336340228
215.018708860976,125.429909492274
117.213441184088,66.991183923609
10.3901354050606,97.879144546513
100.919250736839,168.115066044281
188.76725498218,15.8346133365363
151.19927033552,246.441640498871
10.0429550242842,41.7172442879042
188.078869815626,276.516081836869
66.3915970680868,145.240426155171
244.337390185099,184.909800418017
245.91086074101,268.542071819356
213.337627483136,181.774500084653
219.259507362689,65.1282566175237
19.7393320137619,192.705175647684
268.423599655784,86.700097132702
29.4045332592775,18.3832000868713
8.59967780880971,271.125536502704
139.293969725499,133.131015051916
258.52430206751,175.463715501262
217.364357775112,90.0361088620645
72.0590040491313,276.717466350966
113.777590167573,34.7674936918255
280.480709467024,199.671079942124
137.194600713195,251.675046856599
297.401937377722,116.429859158
207.290240041104,201.606244554394
139.523426688053,269.375530516521
86.3439033141601,221.529924542421
153.65360196637,166.175913931844
136.643629091685,221.422972189267
47.6003261774662,255.411634364599
92.7968658606446,241.027972211648
182.779869713346,251.104537157963
263.58112359919,169.474920395649
250.130819173714,156.97991506381
89.2907929113369,83.436430835947
276.676949204195,267.247505567216
74.790200729891,3.27759533792192
258.20322182567,213.645075512864
93.2377887037625,58.7773279462403
193.057531778349,54.1666721840465
173.848380070781,197.670486535884
99.5933163387274,191.718596452184
35.6852349845984,251.319438008327
223.320049461742,147.700147872391
35.6775806937939,292.802424307141
203.781894737873,32.5908242444374
136.699229642294,6.47933122834297
158.885114486742,52.8631169080328
141.458715054007,50.9882036210429
231.969115066179,114.919710481688
127.261661128484,70.6215362037904
19.4300182747594,93.3707611876337
99.5071374065863,161.172631337679
181.683521963312,9.23590180515585
162.261763901216,240.683493524533
6.66190842252004,40.7396548571407
180.895987988583,289.405249102501
75.4627018226686,141.893377129305
249.460623995934,185.451630304121
250.423281756452,270.609713920518
209.262417846161,170.842792519817
226.376530818948,74.1003378684866
18.2379976807461,209.173841477799
259.133704576668,96.1735348832809
24.8776843650779,1.15989986995913
19.8113360964091,257.218478956835
132.941950336581,144.65697951925
